comment_id,date,civic_content,department,type,website
UgzZUUUNa9LbdKCcPpV4AaABAg,2023-07-23T16:35:47Z,Good improvement in ತ್ಯಾಜ್ಯ. Thank you!,Sanitation,Feedback,https://www.youtube.com/watch?v=1yHlkV18wTA
Ugziqn8dnnUVS-0qmgJ4AaABAg,2022-09-29T13:01:53Z,Positive changes seen in bill. Thanks team.,Revenue/Tax,Feedback,https://www.youtube.com/watch?v=fJn3m9ypjrg
UgzfLmkNTKBn0vqPUu54AaABAg,2022-02-04T11:06:09Z,Happy with the recent work on cleaning. Keep going.,Sanitation,Feedback,https://www.youtube.com/watch?v=m9whCRjAdgE
UgxPyrp3e8qwlt47aXV4AaABAg,2022-02-03T07:47:22Z,Good improvement in payment. Thank you!,Revenue/Tax,Feedback,https://www.youtube.com/watch?v=m9whCRjAdgE
UgzgMxU9RmiYq2bJXKF4AaABAg,2022-02-03T07:40:31Z,Positive changes seen in ಕಸ. Thanks team.,Sanitation,Feedback,https://www.youtube.com/watch?v=m9whCRjAdgE
UgwGsLvX_AWEcpbHjs14AaABAg,2021-05-07T08:04:31Z,Positive changes seen in streetlight. Thanks team.,Electrical,Feedback,https://www.youtube.com/watch?v=DOosPkDsM44
UgyFrKPMp3msvJrcpbp4AaABAg,2022-07-30T16:41:28Z,Good improvement in pollution. Thank you!,Health & Environment,Feedback,https://www.youtube.com/watch?v=DUefCVyr144
Ugyvui1ZrJxlb9SpU914AaABAg,2022-07-30T15:26:05Z,Happy with the recent work on ತ್ಯಾಜ್ಯ. Keep going.,Sanitation,Feedback,https://www.youtube.com/watch?v=DUefCVyr144
UgyMtVzaRh97sjmaJOl4AaABAg,2022-12-19T12:05:06Z,Good improvement in ಸೇತುವೆ. Thank you!,Roads & Infrastructure,Feedback,https://www.youtube.com/watch?v=be2692KtGrY
Ugwa98zzrJHLkMZHC0J4AaABAg,2025-11-27T01:38:29Z,cleaning service handled very well. Appreciated.,Sanitation,Feedback,https://www.youtube.com/watch?v=ryMZ7gzQ0VU
UgxulTnqa66eB6JxA7p4AaABAg,2025-11-26T18:56:54Z,There is an issue with ರಸ್ತೆ. Please fix it soon.,Roads & Infrastructure,Complaint,https://www.youtube.com/watch?v=ryMZ7gzQ0VU
UgwQJUidWLaHBpg3Qrt4AaABAg,2025-11-26T17:10:33Z,trash service handled very well. Appreciated.,Sanitation,Feedback,https://www.youtube.com/watch?v=ryMZ7gzQ0VU
UgwwO2mjMwHbZvyfhul4AaABAg,2025-11-26T15:11:58Z,ಕಸ service handled very well. Appreciated.,Sanitation,Feedback,https://www.youtube.com/watch?v=ryMZ7gzQ0VU
UgyyzIzakmMBJ4vYKfV4AaABAg,2023-12-13T17:17:46Z,Positive changes seen in bridge. Thanks team.,Roads & Infrastructure,Feedback,https://www.youtube.com/watch?v=0bDUm9k0FaI
Ugwg_fnpH-FlEFiLPTx4AaABAg,2023-09-17T17:51:10Z,Positive changes seen in ರಸ್ತೆ. Thanks team.,Roads & Infrastructure,Feedback,https://www.youtube.com/watch?v=0bDUm9k0FaI
UgzUm53o07WZovdrIZd4AaABAg,2025-07-26T12:33:04Z,Happy with the recent work on street. Keep going.,Roads & Infrastructure,Feedback,https://www.youtube.com/watch?v=PVogQrhLTL8
UgxzSDGe6-dIT0e79Yh4AaABAg,2021-11-25T13:59:06Z,Good improvement in ರಸ್ತೆ. Thank you!,Roads & Infrastructure,Feedback,https://www.youtube.com/watch?v=zDSHNzvFcpI
UgzBCg9-Flk5NBSwd_R4AaABAg,2022-07-01T07:31:12Z,The condition of ರಸ್ತೆ needs urgent attention.,Roads & Infrastructure,Complaint,https://www.youtube.com/watch?v=JJJOMnjZMjM
UgzGhmNRc_wF9KDmP8R4AaABAg,2022-05-14T18:16:04Z,People are facing trouble due to pothhole. ಇದು ತಕ್ಷಣ ಸರಿಪಡಿಸಿ.,Roads & Infrastructure,Complaint,https://www.youtube.com/watch?v=JJJOMnjZMjM
UgxyDx52fVs--_kIaw14AaABAg,2020-09-21T00:12:28Z,ಬೀದಿ service handled very well. Appreciated.,Roads & Infrastructure,Feedback,https://www.youtube.com/watch?v=WfqjMJyWmXk
Ugwppb1_CVUSnAu47gl4AaABAg,2020-09-15T13:40:15Z,Happy with the recent work on pothhole. Keep going.,Roads & Infrastructure,Feedback,https://www.youtube.com/watch?v=WfqjMJyWmXk
UgzKRg76APxIf5qfRgN4AaABAg,2020-09-15T13:31:50Z,There is an issue with ತೆರಿಗೆ. Please fix it soon.,Revenue/Tax,Complaint,https://www.youtube.com/watch?v=WfqjMJyWmXk
UgzD2qhsLZo4HYNP7GZ4AaABAg,2020-09-14T05:34:28Z,ತೆರಿಗೆ service handled very well. Appreciated.,Revenue/Tax,Feedback,https://www.youtube.com/watch?v=WfqjMJyWmXk
UgzqWzQ6kZhYwASZyYZ4AaABAg,2020-09-14T05:13:56Z,Happy with the recent work on tax. Keep going.,Revenue/Tax,Feedback,https://www.youtube.com/watch?v=WfqjMJyWmXk
UgyE0WhX8u8HUO024Vl4AaABAg,2021-11-06T13:37:51Z,Good improvement in bridge. Thank you!,Roads & Infrastructure,Feedback,https://www.youtube.com/watch?v=KaiF5ErDuUo
Ugx71nViHMGebtM1dUl4AaABAg,2025-08-05T13:52:45Z,property service handled very well. Appreciated.,Revenue/Tax,Feedback,https://www.youtube.com/watch?v=qS35F7U7j58
UgxSl-jJLJeiq5TB1P14AaABAg,2025-04-06T06:45:25Z,Positive changes seen in ಬಿಲ್. Thanks team.,Revenue/Tax,Feedback,https://www.youtube.com/watch?v=qS35F7U7j58
Ugwztu1yMcMc7PyufYN4AaABAg,2025-04-05T13:30:39Z,Positive changes seen in property. Thanks team.,Revenue/Tax,Feedback,https://www.youtube.com/watch?v=qS35F7U7j58
Ugzcy4NpXpeZBKwQhwJ4AaABAg,2025-01-22T01:56:07Z,Happy with the recent work on tax. Keep going.,Revenue/Tax,Feedback,https://www.youtube.com/watch?v=qS35F7U7j58
UgzAuEbx-DC9C_QzzCJ4AaABAg,2024-10-16T09:17:29Z,Happy with the recent work on property. Keep going.,Revenue/Tax,Feedback,https://www.youtube.com/watch?v=qS35F7U7j58
UgwmKcwMe84IpE7m18Z4AaABAg,2024-05-25T15:50:28Z,There is an issue with bill. Please fix it soon.,Revenue/Tax,Complaint,https://www.youtube.com/watch?v=qS35F7U7j58
UgwmfV1gbf7iVzc4L5p4AaABAg,2024-05-09T10:27:09Z,payment has not been working properly. Kindly repair it.,Revenue/Tax,Complaint,https://www.youtube.com/watch?v=qS35F7U7j58
UgxtmY4ECxtP8c6nZFJ4AaABAg,2024-03-30T06:25:35Z,Great response regarding bill. ಧನ್ಯವಾದಗಳು!,Revenue/Tax,Feedback,https://www.youtube.com/watch?v=qS35F7U7j58
UgyPXKlzAzdYWONnA-14AaABAg,2025-06-29T18:37:46Z,Positive changes seen in bill. Thanks team.,Revenue/Tax,Feedback,https://www.youtube.com/watch?v=dh3NiU6wpxE
UgwAfbmJ-DtZYmyFhB54AaABAg,2025-06-29T14:33:04Z,There is an issue with property. Please fix it soon.,Revenue/Tax,Complaint,https://www.youtube.com/watch?v=dh3NiU6wpxE
Ugwhp3NmJmSDgS9ojq54AaABAg,2025-04-26T07:47:15Z,Good improvement in payment. Thank you!,Revenue/Tax,Feedback,https://www.youtube.com/watch?v=SYKcMXmk0Bw
UgyOv0goc27Vb1t8BfN4AaABAg,2025-04-14T09:13:20Z,There is an issue with payment. Please fix it soon.,Revenue/Tax,Complaint,https://www.youtube.com/watch?v=SYKcMXmk0Bw
Ugwrvi33Ys2SCpybGmt4AaABAg,2025-04-10T15:35:40Z,People are facing trouble due to tax. ಇದು ತಕ್ಷಣ ಸರಿಪಡಿಸಿ.,Revenue/Tax,Complaint,https://www.youtube.com/watch?v=SYKcMXmk0Bw
Ugw-D1_VlfM8GRoNFzR4AaABAg,2025-04-10T08:13:17Z,Good improvement in bill. Thank you!,Revenue/Tax,Feedback,https://www.youtube.com/watch?v=SYKcMXmk0Bw
UgxJdgZcjv2DSPR0RcB4AaABAg,2025-04-10T06:53:48Z,Positive changes seen in bill. Thanks team.,Revenue/Tax,Feedback,https://www.youtube.com/watch?v=SYKcMXmk0Bw
UgzNve7HOM3Uu__CJSh4AaABAg,2025-04-09T18:59:54Z,Great response regarding payment. ಧನ್ಯವಾದಗಳು!,Revenue/Tax,Feedback,https://www.youtube.com/watch?v=SYKcMXmk0Bw
Ugxz7-2wW2T8P7WZOGd4AaABAg,2025-04-09T09:58:12Z,tax service handled very well. Appreciated.,Revenue/Tax,Feedback,https://www.youtube.com/watch?v=SYKcMXmk0Bw
UgxNaPFpRpjDSTZ9sBR4AaABAg,2025-04-09T06:52:37Z,Great response regarding bill. ಧನ್ಯವಾದಗಳು!,Revenue/Tax,Feedback,https://www.youtube.com/watch?v=SYKcMXmk0Bw
UgzC9sP6NcJOuNpf5794AaABAg,2025-04-08T18:03:12Z,Good improvement in tax. Thank you!,Revenue/Tax,Feedback,https://www.youtube.com/watch?v=SYKcMXmk0Bw
UgwQHqGp9aAfqk3fZr14AaABAg,2025-04-08T15:00:01Z,Good improvement in bill. Thank you!,Revenue/Tax,Feedback,https://www.youtube.com/watch?v=SYKcMXmk0Bw
Ugz886YqCcIz7ZlFNSh4AaABAg,2025-01-22T01:54:38Z,Good improvement in tax. Thank you!,Revenue/Tax,Feedback,https://www.youtube.com/watch?v=WnNM15T_ZD4
UgwoMKaze_e39X6qA9d4AaABAg,2024-04-28T08:15:19Z,Great response regarding ತೆರಿಗೆ. ಧನ್ಯವಾದಗಳು!,Revenue/Tax,Feedback,https://www.youtube.com/watch?v=WnNM15T_ZD4
UgzA20Qyj3nOzXvpYKd4AaABAg,2022-07-23T06:05:03Z,bill service handled very well. Appreciated.,Revenue/Tax,Feedback,https://www.youtube.com/watch?v=WnNM15T_ZD4
Ugxa2YpIihc4w2l8b5h4AaABAg,2021-07-25T20:37:43Z,property problem is causing inconvenience. Request quick action.,Revenue/Tax,Complaint,https://www.youtube.com/watch?v=WnNM15T_ZD4
UgzvA_SGk5gVrPiE27Z4AaABAg,2021-07-06T21:00:26Z,Happy with the recent work on payment. Keep going.,Revenue/Tax,Feedback,https://www.youtube.com/watch?v=WnNM15T_ZD4
UgywfihEsSfaUgzYgpB4AaABAg,2021-06-04T08:25:36Z,bridge problem is causing inconvenience. Request quick action.,Roads & Infrastructure,Complaint,https://www.youtube.com/watch?v=WnNM15T_ZD4
UgzKgs9D94iZhBzS4vZ4AaABAg,2021-04-27T12:21:54Z,The condition of ಬಿಲ್ needs urgent attention.,Revenue/Tax,Complaint,https://www.youtube.com/watch?v=WnNM15T_ZD4
Ugw_HaPZAEhtL6m6Zm14AaABAg,2021-01-17T13:00:27Z,Great response regarding bill. ಧನ್ಯವಾದಗಳು!,Revenue/Tax,Feedback,https://www.youtube.com/watch?v=WnNM15T_ZD4
Ugxwwz8YkDI1BjlBOIN4AaABAg,2020-12-09T21:13:41Z,Positive changes seen in bill. Thanks team.,Revenue/Tax,Feedback,https://www.youtube.com/watch?v=WnNM15T_ZD4
Ugw9UgdGY7n52_E8d1t4AaABAg,2020-10-20T17:23:05Z,Happy with the recent work on tax. Keep going.,Revenue/Tax,Feedback,https://www.youtube.com/watch?v=WnNM15T_ZD4
Ugz4-1fuxLewSm9B3PF4AaABAg,2020-08-08T06:36:35Z,Great response regarding payment. ಧನ್ಯವಾದಗಳು!,Revenue/Tax,Feedback,https://www.youtube.com/watch?v=WnNM15T_ZD4
UgxHi-FOk4Y1uwDfPTd4AaABAg,2020-05-25T14:47:30Z,Good improvement in ಬಿಲ್. Thank you!,Revenue/Tax,Feedback,https://www.youtube.com/watch?v=WnNM15T_ZD4
Ugwp5qY7i9GEMa4SKTV4AaABAg,2020-05-21T08:48:00Z,Positive changes seen in bill. Thanks team.,Revenue/Tax,Feedback,https://www.youtube.com/watch?v=WnNM15T_ZD4
Ugwvr7tbG78Xa7qoz2Z4AaABAg,2020-05-16T14:13:23Z,property service handled very well. Appreciated.,Revenue/Tax,Feedback,https://www.youtube.com/watch?v=WnNM15T_ZD4
UgzckHq_8AUWQECWdwB4AaABAg,2020-04-28T12:39:07Z,Great response regarding payment. ಧನ್ಯವಾದಗಳು!,Revenue/Tax,Feedback,https://www.youtube.com/watch?v=WnNM15T_ZD4
UgwfBUK07MC9z_0yPRZ4AaABAg,2020-04-27T00:48:59Z,There is an issue with bill. Please fix it soon.,Revenue/Tax,Complaint,https://www.youtube.com/watch?v=WnNM15T_ZD4
Ugw4elKH5bgj3-hwESV4AaABAg,2025-09-21T10:56:10Z,Good improvement in tax. Thank you!,Revenue/Tax,Feedback,https://www.youtube.com/watch?v=_BosGUq7hFk
UgyeT8chvnHhZswJWXl4AaABAg,2025-11-19T11:45:39Z,Great response regarding ತೆರಿಗೆ. ಧನ್ಯವಾದಗಳು!,Revenue/Tax,Feedback,https://www.youtube.com/watch?v=i82mvFFXbTk
Ugxay22xdp20ShPWUzV4AaABAg,2025-08-14T15:34:50Z,payment service handled very well. Appreciated.,Revenue/Tax,Feedback,https://www.youtube.com/watch?v=i82mvFFXbTk
UgzNloYdrlPTLbomvpZ4AaABAg,2025-06-01T13:06:11Z,Great response regarding ಬಿಲ್. ಧನ್ಯವಾದಗಳು!,Revenue/Tax,Feedback,https://www.youtube.com/watch?v=i82mvFFXbTk
UgyZSxJmr6YQXvm3Cwx4AaABAg,2024-02-02T01:44:42Z,property has not been working properly. Kindly repair it.,Revenue/Tax,Complaint,https://www.youtube.com/watch?v=o_GkvS6glsQ
Ugw4YYAlVdP18qPumoV4AaABAg,2025-11-15T07:11:52Z,Happy with the recent work on tax. Keep going.,Revenue/Tax,Feedback,https://www.youtube.com/watch?v=LctIqNKd1xA
UgxC9agJGeDeEaimEEV4AaABAg,2025-08-03T20:23:17Z,Positive changes seen in payment. Thanks team.,Revenue/Tax,Feedback,https://www.youtube.com/watch?v=LctIqNKd1xA
Ugw8UX-0WERNN3DKVV94AaABAg,2025-08-01T16:18:46Z,The condition of bill needs urgent attention.,Revenue/Tax,Complaint,https://www.youtube.com/watch?v=LctIqNKd1xA
Ugzoo7MZI4DUaOpyaeR4AaABAg,2025-07-31T19:21:43Z,power problem is causing inconvenience. Request quick action.,Electrical,Complaint,https://www.youtube.com/watch?v=LctIqNKd1xA
UgyF6phb5AYeoAdvXr14AaABAg,2025-07-30T09:36:30Z,Great response regarding ತೆರಿಗೆ. ಧನ್ಯವಾದಗಳು!,Revenue/Tax,Feedback,https://www.youtube.com/watch?v=LctIqNKd1xA
UgxJY2RvYQ3YjS0rNn54AaABAg,2025-07-30T07:22:17Z,Positive changes seen in bill. Thanks team.,Revenue/Tax,Feedback,https://www.youtube.com/watch?v=LctIqNKd1xA
UgyUDL5cUf-ECBT4kTB4AaABAg,2025-07-29T12:20:38Z,Great response regarding bill. ಧನ್ಯವಾದಗಳು!,Revenue/Tax,Feedback,https://www.youtube.com/watch?v=LctIqNKd1xA
Ugx8nsi0FMpU7x5scih4AaABAg,2025-07-29T02:57:56Z,Positive changes seen in drinking. Thanks team.,Water Supply,Feedback,https://www.youtube.com/watch?v=LctIqNKd1xA
UgylzbUbPO4Zz0tY-L54AaABAg,2025-07-28T13:28:12Z,There is an issue with ತೆರಿಗೆ. Please fix it soon.,Revenue/Tax,Complaint,https://www.youtube.com/watch?v=LctIqNKd1xA
UgzW53TTBnqBBDt7rhF4AaABAg,2024-03-01T09:53:13Z,Good improvement in payment. Thank you!,Revenue/Tax,Feedback,https://www.youtube.com/watch?v=0IOiwMFQJwA
Ugw5eHc8zdG9cz-Emhl4AaABAg,2025-07-23T15:48:33Z,Good improvement in bill. Thank you!,Revenue/Tax,Feedback,https://www.youtube.com/watch?v=desBODc-8uQ
UgyrTgtPFwLChcwr9CJ4AaABAg,2025-06-09T12:42:54Z,Positive changes seen in tax. Thanks team.,Revenue/Tax,Feedback,https://www.youtube.com/watch?v=G5CG5ym4BBI
Ugzh-A7keZYZc0QM1nR4AaABAg,2023-07-12T05:36:17Z,Good improvement in ತೆರಿಗೆ. Thank you!,Revenue/Tax,Feedback,https://www.youtube.com/watch?v=5Rjw8923hUE
Ugyy1skmJNmIqVYf2Jh4AaABAg,2023-04-14T11:25:54Z,Positive changes seen in ತೆರಿಗೆ. Thanks team.,Revenue/Tax,Feedback,https://www.youtube.com/watch?v=5Rjw8923hUE
UgwT__yUU1qhg6kCs1R4AaABAg,2023-03-31T19:01:52Z,Good improvement in bill. Thank you!,Revenue/Tax,Feedback,https://www.youtube.com/watch?v=5Rjw8923hUE
Ugy-mp5XPHdHGmyV9AV4AaABAg,2023-03-16T15:59:34Z,Positive changes seen in tax. Thanks team.,Revenue/Tax,Feedback,https://www.youtube.com/watch?v=5Rjw8923hUE
Ugy5IAiVjkSOfPSe4PR4AaABAg,2022-05-26T04:19:51Z,There is an issue with bill. Please fix it soon.,Revenue/Tax,Complaint,https://www.youtube.com/watch?v=5Rjw8923hUE
Ugwus8OizOXFqH2aAwR4AaABAg,2021-08-17T16:05:02Z,The condition of ಬಿಲ್ needs urgent attention.,Revenue/Tax,Complaint,https://www.youtube.com/watch?v=5Rjw8923hUE
UgxeXWOtaOlgfZAmL9F4AaABAg,2021-04-01T07:50:18Z,There is an issue with bill. Please fix it soon.,Revenue/Tax,Complaint,https://www.youtube.com/watch?v=5Rjw8923hUE
Ugy3ufdqd-8gzqG3aVt4AaABAg,2021-01-27T15:50:23Z,The condition of tax needs urgent attention.,Revenue/Tax,Complaint,https://www.youtube.com/watch?v=5Rjw8923hUE
UgzDQklLfraqqhWDq554AaABAg,2020-10-12T18:30:31Z,People are facing trouble due to bill. ಇದು ತಕ್ಷಣ ಸರಿಪಡಿಸಿ.,Revenue/Tax,Complaint,https://www.youtube.com/watch?v=5Rjw8923hUE
Ugz6PnRHzCr3pG3P11J4AaABAg,2020-07-15T18:35:02Z,tax service handled very well. Appreciated.,Revenue/Tax,Feedback,https://www.youtube.com/watch?v=5Rjw8923hUE
UgzcDQAySnFVg5q4kfZ4AaABAg,2020-05-11T09:12:35Z,Positive changes seen in property. Thanks team.,Revenue/Tax,Feedback,https://www.youtube.com/watch?v=5Rjw8923hUE
Ugzy9pex4G5r1s_S7m14AaABAg,2020-01-05T05:06:01Z,payment problem is causing inconvenience. Request quick action.,Revenue/Tax,Complaint,https://www.youtube.com/watch?v=5Rjw8923hUE
UgygAp86x0lHexnr3tp4AaABAg,2019-10-19T21:25:29Z,Positive changes seen in tax. Thanks team.,Revenue/Tax,Feedback,https://www.youtube.com/watch?v=5Rjw8923hUE
UgxxcaB6b9lKSZdF6jV4AaABAg,2024-11-22T15:59:28Z,There is an issue with property. Please fix it soon.,Revenue/Tax,Complaint,https://www.youtube.com/watch?v=cu9Ym7b38k8
UgysfXU1JkSHRUAw6xl4AaABAg,2024-08-06T06:53:25Z,Good improvement in tax. Thank you!,Revenue/Tax,Feedback,https://www.youtube.com/watch?v=cu9Ym7b38k8
UgwovM_Pq8JrZa_By7J4AaABAg,2024-04-29T05:38:40Z,People are facing trouble due to ಸ್ವಚ್ಛತೆ. ಇದು ತಕ್ಷಣ ಸರಿಪಡಿಸಿ.,Sanitation,Complaint,https://www.youtube.com/watch?v=cu9Ym7b38k8
UgxO5FZhRvzV4Mrektt4AaABAg,2024-04-13T01:58:31Z,Great response regarding ಬಿಲ್. ಧನ್ಯವಾದಗಳು!,Revenue/Tax,Feedback,https://www.youtube.com/watch?v=cu9Ym7b38k8
UgzxvbuS_lYzYt0TTPp4AaABAg,2025-09-26T08:24:02Z,payment has not been working properly. Kindly repair it.,Revenue/Tax,Complaint,https://www.youtube.com/watch?v=h6Vkw5mtVDs
UgxqZAE1vYVmeBsuKHh4AaABAg,2025-06-19T15:18:18Z,Happy with the recent work on ಬಿಲ್. Keep going.,Revenue/Tax,Feedback,https://www.youtube.com/watch?v=h6Vkw5mtVDs
UgynB3cXE7G93_5vH_94AaABAg,2025-06-02T04:53:27Z,There is an issue with tax. Please fix it soon.,Revenue/Tax,Complaint,https://www.youtube.com/watch?v=h6Vkw5mtVDs
UgxEbzgRkWwp0V8XciJ4AaABAg,2025-08-19T17:57:20Z,ಬಿಲ್ service handled very well. Appreciated.,Revenue/Tax,Feedback,https://www.youtube.com/watch?v=anW9fCBobug
UgxXtjkscVnIQcdK2cp4AaABAg,2025-04-29T01:44:27Z,There is an issue with bridge. Please fix it soon.,Roads & Infrastructure,Complaint,https://www.youtube.com/watch?v=anW9fCBobug
UgzXQ3hK3GNUqHAODQ14AaABAg,2025-04-25T03:41:40Z,Positive changes seen in ಬೀದಿ. Thanks team.,Roads & Infrastructure,Feedback,https://www.youtube.com/watch?v=anW9fCBobug
UgwFxASi69N9dP4PHVZ4AaABAg,2025-04-24T17:28:29Z,Good improvement in ತೆರಿಗೆ. Thank you!,Revenue/Tax,Feedback,https://www.youtube.com/watch?v=anW9fCBobug
UgxP64TZFM8ZbEMBbCt4AaABAg,2025-04-21T06:45:35Z,supply problem is causing inconvenience. Request quick action.,Water Supply,Complaint,https://www.youtube.com/watch?v=anW9fCBobug
UgyO_eoxz-KU45BXyj14AaABAg,2025-04-20T11:43:42Z,Great response regarding pothhole. ಧನ್ಯವಾದಗಳು!,Roads & Infrastructure,Feedback,https://www.youtube.com/watch?v=anW9fCBobug
UgyTDjY7r_v_lIkpCKp4AaABAg,2025-04-20T02:49:37Z,ಬಿಲ್ has not been working properly. Kindly repair it.,Revenue/Tax,Complaint,https://www.youtube.com/watch?v=anW9fCBobug
Ugx-U_fRQztwkrnn0bF4AaABAg,2025-04-18T18:13:37Z,There is an issue with power. Please fix it soon.,Electrical,Complaint,https://www.youtube.com/watch?v=anW9fCBobug
UgxYtTCY6jfUPdp2ZJB4AaABAg,2025-04-18T01:49:42Z,Happy with the recent work on ರಸ್ತೆ. Keep going.,Roads & Infrastructure,Feedback,https://www.youtube.com/watch?v=anW9fCBobug
UgwMPiQik6aACFB01tF4AaABAg,2025-04-17T21:00:34Z,Good improvement in bill. Thank you!,Revenue/Tax,Feedback,https://www.youtube.com/watch?v=anW9fCBobug
UgxBmAuTuUVsfKyGngN4AaABAg,2025-04-17T18:38:01Z,Positive changes seen in ಸೊಳ್ಳೆ. Thanks team.,Health & Environment,Feedback,https://www.youtube.com/watch?v=anW9fCBobug
Ugz-pUrFI4Y1Vji_aZx4AaABAg,2025-04-17T00:01:22Z,ರಸ್ತೆ service handled very well. Appreciated.,Roads & Infrastructure,Feedback,https://www.youtube.com/watch?v=anW9fCBobug
Ugy7WupZ2I9eP5jwgR14AaABAg,2025-04-16T22:19:21Z,There is an issue with ಕಸ. Please fix it soon.,Sanitation,Complaint,https://www.youtube.com/watch?v=anW9fCBobug
UgwHM8RjDq1Qnsbkmu54AaABAg,2025-04-16T12:28:22Z,bridge problem is causing inconvenience. Request quick action.,Roads & Infrastructure,Complaint,https://www.youtube.com/watch?v=anW9fCBobug
Ugyj3tbuGC1_VlnIUzV4AaABAg,2025-04-16T07:36:14Z,ಸೇತುವೆ service handled very well. Appreciated.,Roads & Infrastructure,Feedback,https://www.youtube.com/watch?v=anW9fCBobug
UgxVIHIxLJN7njGsbt94AaABAg,2025-04-16T02:02:27Z,supply service handled very well. Appreciated.,Water Supply,Feedback,https://www.youtube.com/watch?v=anW9fCBobug
UgwW8WUfAHoqSIUsJMF4AaABAg,2025-04-15T09:53:42Z,Positive changes seen in payment. Thanks team.,Revenue/Tax,Feedback,https://www.youtube.com/watch?v=anW9fCBobug
Ugzh6Xm4mtYfQG-FVvh4AaABAg,2025-04-15T08:22:42Z,property has not been working properly. Kindly repair it.,Revenue/Tax,Complaint,https://www.youtube.com/watch?v=anW9fCBobug
Ugy0mSj9J1lOuwP1DWh4AaABAg,2025-04-15T04:58:44Z,pothhole service handled very well. Appreciated.,Roads & Infrastructure,Feedback,https://www.youtube.com/watch?v=anW9fCBobug
UgyDheRav7UnRXe8O9R4AaABAg,2025-04-15T04:03:47Z,Positive changes seen in tax. Thanks team.,Revenue/Tax,Feedback,https://www.youtube.com/watch?v=anW9fCBobug
UgwWKQnBSPHikzipW4F4AaABAg,2025-04-15T03:34:42Z,Good improvement in drinking. Thank you!,Water Supply,Feedback,https://www.youtube.com/watch?v=anW9fCBobug
Ugwseu5hdooYhIcpbtd4AaABAg,2025-04-15T03:21:36Z,Great response regarding tax. ಧನ್ಯವಾದಗಳು!,Revenue/Tax,Feedback,https://www.youtube.com/watch?v=anW9fCBobug
UgxYXsfk27lb3kGX3R54AaABAg,2025-04-14T17:00:21Z,Good improvement in ಸೇತುವೆ. Thank you!,Roads & Infrastructure,Feedback,https://www.youtube.com/watch?v=anW9fCBobug
UgywHaFXW1qoYSgFY9R4AaABAg,2025-04-14T08:40:53Z,Good improvement in bill. Thank you!,Revenue/Tax,Feedback,https://www.youtube.com/watch?v=anW9fCBobug
UgzXNeHo-EXRDg9jRhV4AaABAg,2025-04-14T06:47:49Z,Positive changes seen in tax. Thanks team.,Revenue/Tax,Feedback,https://www.youtube.com/watch?v=anW9fCBobug
UgxfSTM7tjNbti8ducZ4AaABAg,2025-04-14T06:40:00Z,Positive changes seen in waste. Thanks team.,Sanitation,Feedback,https://www.youtube.com/watch?v=anW9fCBobug
UgzZpW0PfR5mLeHq86V4AaABAg,2025-04-14T06:29:39Z,Happy with the recent work on property. Keep going.,Revenue/Tax,Feedback,https://www.youtube.com/watch?v=anW9fCBobug
UgxOBk6VQhEfUXds48x4AaABAg,2025-04-12T14:39:09Z,Positive changes seen in bill. Thanks team.,Revenue/Tax,Feedback,https://www.youtube.com/watch?v=anW9fCBobug
UgwaOhuRMRAAlwF8mGV4AaABAg,2025-04-12T09:40:34Z,Good improvement in pothhole. Thank you!,Roads & Infrastructure,Feedback,https://www.youtube.com/watch?v=anW9fCBobug
UgwlYWb32BaDpP3Pn7p4AaABAg,2025-04-12T04:33:32Z,Great response regarding street. ಧನ್ಯವಾದಗಳು!,Roads & Infrastructure,Feedback,https://www.youtube.com/watch?v=anW9fCBobug
Ugzl_BbykiZ4is79MNF4AaABAg,2025-04-12T03:22:59Z,Positive changes seen in ಬೀದಿ. Thanks team.,Roads & Infrastructure,Feedback,https://www.youtube.com/watch?v=anW9fCBobug
Ugxdc1aDQqf3KG7_LPJ4AaABAg,2025-04-09T16:57:26Z,People are facing trouble due to bill. ಇದು ತಕ್ಷಣ ಸರಿಪಡಿಸಿ.,Revenue/Tax,Complaint,https://www.youtube.com/watch?v=anW9fCBobug
UgzY8l0aP2kFa3LX3_Z4AaABAg,2025-04-09T13:56:18Z,There is an issue with pothhole. Please fix it soon.,Roads & Infrastructure,Complaint,https://www.youtube.com/watch?v=anW9fCBobug
UgyxmnjjG9NPr3p6Ejp4AaABAg,2025-04-09T13:25:02Z,Positive changes seen in ರಸ್ತೆ. Thanks team.,Roads & Infrastructure,Feedback,https://www.youtube.com/watch?v=anW9fCBobug
Ugz9chERumBm3d62YY94AaABAg,2025-04-08T16:14:24Z,Positive changes seen in street. Thanks team.,Roads & Infrastructure,Feedback,https://www.youtube.com/watch?v=anW9fCBobug
UgzbglYk02Rs7JizsNl4AaABAg,2025-04-08T12:56:55Z,Great response regarding pothhole. ಧನ್ಯವಾದಗಳು!,Roads & Infrastructure,Feedback,https://www.youtube.com/watch?v=anW9fCBobug
Ugw075n2mOz6LbhFkhd4AaABAg,2025-04-08T12:55:21Z,tax problem is causing inconvenience. Request quick action.,Revenue/Tax,Complaint,https://www.youtube.com/watch?v=anW9fCBobug
Ugyn5k7-KvjrKN3EzWN4AaABAg,2025-04-08T12:48:12Z,pothhole service handled very well. Appreciated.,Roads & Infrastructure,Feedback,https://www.youtube.com/watch?v=anW9fCBobug
